County Name,Minority,Total,white,black,hispanic,american_indian,asian,pacific_Islander,other,two_or_more
5018,5381,76429,71048,393,1680,587,1319,9,593,800
5019,5381,76429,71048,393,1680,587,1319,9,593,800
5020,5381,76429,71048,393,1680,587,1319,9,593,800
5021,5381,76429,71048,393,1680,587,1319,9,593,800
5022,5381,76429,71048,393,1680,587,1319,9,593,800
5023,5381,76429,71048,393,1680,587,1319,9,593,800
5024,5381,76429,71048,393,1680,587,1319,9,593,800
5025,5381,76429,71048,393,1680,587,1319,9,593,800
5026,5381,76429,71048,393,1680,587,1319,9,593,800
5027,5381,76429,71048,393,1680,587,1319,9,593,800
5028,5381,76429,71048,393,1680,587,1319,9,593,800
5029,5381,76429,71048,393,1680,587,1319,9,593,800
5030,5381,76429,71048,393,1680,587,1319,9,593,800
5031,5381,76429,71048,393,1680,587,1319,9,593,800
5032,5381,76429,71048,393,1680,587,1319,9,593,800
5033,5381,76429,71048,393,1680,587,1319,9,593,800
5034,5381,76429,71048,393,1680,587,1319,9,593,800
5035,5381,76429,71048,393,1680,587,1319,9,593,800
5036,5381,76429,71048,393,1680,587,1319,9,593,800
5037,5381,76429,71048,393,1680,587,1319,9,593,800
5038,5381,76429,71048,393,1680,587,1319,9,593,800
5039,5381,76429,71048,393,1680,587,1319,9,593,800
5040,5381,76429,71048,393,1680,587,1319,9,593,800
5041,5381,76429,71048,393,1680,587,1319,9,593,800
5042,5381,76429,71048,393,1680,587,1319,9,593,800
5043,5381,76429,71048,393,1680,587,1319,9,593,800
5044,5381,76429,71048,393,1680,587,1319,9,593,800
5045,5381,76429,71048,393,1680,587,1319,9,593,800
5046,5381,76429,71048,393,1680,587,1319,9,593,800
5047,5381,76429,71048,393,1680,587,1319,9,593,800
5048,5381,76429,71048,393,1680,587,1319,9,593,800
5049,5381,76429,71048,393,1680,587,1319,9,593,800
5050,5381,76429,71048,393,1680,587,1319,9,593,800
5051,5381,76429,71048,393,1680,587,1319,9,593,800
5052,5381,76429,71048,393,1680,587,1319,9,593,800
5053,5381,76429,71048,393,1680,587,1319,9,593,800
5054,5381,76429,71048,393,1680,587,1319,9,593,800
5055,5381,76429,71048,393,1680,587,1319,9,593,800
5056,5381,76429,71048,393,1680,587,1319,9,593,800
5057,5381,76429,71048,393,1680,587,1319,9,593,800
5058,5381,76429,71048,393,1680,587,1319,9,593,800
5059,5381,76429,71048,393,1680,587,1319,9,593,800
5060,5381,76429,71048,393,1680,587,1319,9,593,800
5061,5381,76429,71048,393,1680,587,1319,9,593,800
5062,5381,76429,71048,393,1680,587,1319,9,593,800
5063,5381,76429,71048,393,1680,587,1319,9,593,800
5064,5381,76429,71048,393,1680,587,1319,9,593,800
5065,5381,76429,71048,393,1680,587,1319,9,593,800
5066,5381,76429,71048,393,1680,587,1319,9,593,800
5067,5381,76429,71048,393,1680,587,1319,9,593,800
5068,5381,76429,71048,393,1680,587,1319,9,593,800
5069,5381,76429,71048,393,1680,587,1319,9,593,800
5070,5381,76429,71048,393,1680,587,1319,9,593,800
5071,5381,76429,71048,393,1680,587,1319,9,593,800
5072,5381,76429,71048,393,1680,587,1319,9,593,800
5073,5381,76429,71048,393,1680,587,1319,9,593,800
5074,5381,76429,71048,393,1680,587,1319,9,593,800
5075,5381,76429,71048,393,1680,587,1319,9,593,800
5076,5381,76429,71048,393,1680,587,1319,9,593,800
5077,5381,76429,71048,393,1680,587,1319,9,593,800
5078,5381,76429,71048,393,1680,587,1319,9,593,800
5079,5381,76429,71048,393,1680,587,1319,9,593,800
5080,5381,76429,71048,393,1680,587,1319,9,593,800
5081,5381,76429,71048,393,1680,587,1319,9,593,800
5082,5381,76429,71048,393,1680,587,1319,9,593,800
5083,5381,76429,71048,393,1680,587,1319,9,593,800
5084,5381,76429,71048,393,1680,587,1319,9,593,800
5085,5381,76429,71048,393,1680,587,1319,9,593,800
5086,5381,76429,71048,393,1680,587,1319,9,593,800
5087,5381,76429,71048,393,1680,587,1319,9,593,800
5088,5381,76429,71048,393,1680,587,1319,9,593,800
5089,5381,76429,71048,393,1680,587,1319,9,593,800
5090,5381,76429,71048,393,1680,587,1319,9,593,800
5091,5381,76429,71048,393,1680,587,1319,9,593,800
5092,5381,76429,71048,393,1680,587,1319,9,593,800
5093,5381,76429,71048,393,1680,587,1319,9,593,800
5094,5381,76429,71048,393,1680,587,1319,9,593,800
5095,5381,76429,71048,393,1680,587,1319,9,593,800
5096,5381,76429,71048,393,1680,587,1319,9,593,800
5097,5381,76429,71048,393,1680,587,1319,9,593,800
5098,5381,76429,71048,393,1680,587,1319,9,593,800
5099,5381,76429,71048,393,1680,587,1319,9,593,800
5100,5381,76429,71048,393,1680,587,1319,9,593,800
5101,5381,76429,71048,393,1680,587,1319,9,593,800
5102,5381,76429,71048,393,1680,587,1319,9,593,800
5103,5381,76429,71048,393,1680,587,1319,9,593,800
5104,5381,76429,71048,393,1680,587,1319,9,593,800
5105,5381,76429,71048,393,1680,587,1319,9,593,800
5106,5381,76429,71048,393,1680,587,1319,9,593,800
5107,5381,76429,71048,393,1680,587,1319,9,593,800
5108,5381,76429,71048,393,1680,587,1319,9,593,800
5109,5381,76429,71048,393,1680,587,1319,9,593,800
5110,5381,76429,71048,393,1680,587,1319,9,593,800
5111,5381,76429,71048,393,1680,587,1319,9,593,800
5112,5381,76429,71048,393,1680,587,1319,9,593,800
5113,5381,76429,71048,393,1680,587,1319,9,593,800
5114,5381,76429,71048,393,1680,587,1319,9,593,800
5115,5381,76429,71048,393,1680,587,1319,9,593,800
5116,5381,76429,71048,393,1680,587,1319,9,593,800
5117,5381,76429,71048,393,1680,587,1319,9,593,800
5118,5381,76429,71048,393,1680,587,1319,9,593,800
5119,5381,76429,71048,393,1680,587,1319,9,593,800
5120,5381,76429,71048,393,1680,587,1319,9,593,800
5121,5381,76429,71048,393,1680,587,1319,9,593,800
5122,5381,76429,71048,393,1680,587,1319,9,593,800
5123,5381,76429,71048,393,1680,587,1319,9,593,800
5124,5381,76429,71048,393,1680,587,1319,9,593,800
5125,5381,76429,71048,393,1680,587,1319,9,593,800
5126,5381,76429,71048,393,1680,587,1319,9,593,800
5127,5381,76429,71048,393,1680,587,1319,9,593,800
5128,5381,76429,71048,393,1680,587,1319,9,593,800
5129,5381,76429,71048,393,1680,587,1319,9,593,800
5130,5381,76429,71048,393,1680,587,1319,9,593,800
5131,5381,76429,71048,393,1680,587,1319,9,593,800
5132,5381,76429,71048,393,1680,587,1319,9,593,800
5133,5381,76429,71048,393,1680,587,1319,9,593,800
5134,5381,76429,71048,393,1680,587,1319,9,593,800
5135,5381,76429,71048,393,1680,587,1319,9,593,800
5136,5381,76429,71048,393,1680,587,1319,9,593,800
5137,5381,76429,71048,393,1680,587,1319,9,593,800
5138,5381,76429,71048,393,1680,587,1319,9,593,800
5139,5381,76429,71048,393,1680,587,1319,9,593,800
5140,5381,76429,71048,393,1680,587,1319,9,593,800
5141,5381,76429,71048,393,1680,587,1319,9,593,800
5142,5381,76429,71048,393,1680,587,1319,9,593,800
5143,5381,76429,71048,393,1680,587,1319,9,593,800
5144,5381,76429,71048,393,1680,587,1319,9,593,800
5145,5381,76429,71048,393,1680,587,1319,9,593,800
5146,5381,76429,71048,393,1680,587,1319,9,593,800
5147,5381,76429,71048,393,1680,587,1319,9,593,800
5148,5381,76429,71048,393,1680,587,1319,9,593,800
5149,5381,76429,71048,393,1680,587,1319,9,593,800
5150,5381,76429,71048,393,1680,587,1319,9,593,800
5151,5381,76429,71048,393,1680,587,1319,9,593,800
5152,5381,76429,71048,393,1680,587,1319,9,593,800
5153,5381,76429,71048,393,1680,587,1319,9,593,800
5154,5381,76429,71048,393,1680,587,1319,9,593,800
5155,5381,76429,71048,393,1680,587,1319,9,593,800
5156,5381,76429,71048,393,1680,587,1319,9,593,800
5157,5381,76429,71048,393,1680,587,1319,9,593,800
5158,5381,76429,71048,393,1680,587,1319,9,593,800
5159,5381,76429,71048,393,1680,587,1319,9,593,800
5160,5381,76429,71048,393,1680,587,1319,9,593,800
5161,5381,76429,71048,393,1680,587,1319,9,593,800
5162,5381,76429,71048,393,1680,587,1319,9,593,800
5163,5381,76429,71048,393,1680,587,1319,9,593,800
5164,5381,76429,71048,393,1680,587,1319,9,593,800
5165,5381,76429,71048,393,1680,587,1319,9,593,800
5166,5381,76429,71048,393,1680,587,1319,9,593,800
5167,5381,76429,71048,393,1680,587,1319,9,593,800
5168,5381,76429,71048,393,1680,587,1319,9,593,800
5169,5381,76429,71048,393,1680,587,1319,9,593,800
5170,5381,76429,71048,393,1680,587,1319,9,593,800
5171,5381,76429,71048,393,1680,587,1319,9,593,800
5172,5381,76429,71048,393,1680,587,1319,9,593,800
5173,5381,76429,71048,393,1680,587,1319,9,593,800
5174,5381,76429,71048,393,1680,587,1319,9,593,800
5175,5381,76429,71048,393,1680,587,1319,9,593,800
5176,5381,76429,71048,393,1680,587,1319,9,593,800
5177,5381,76429,71048,393,1680,587,1319,9,593,800
5178,5381,76429,71048,393,1680,587,1319,9,593,800
5179,5381,76429,71048,393,1680,587,1319,9,593,800
5180,5381,76429,71048,393,1680,587,1319,9,593,800
5181,5381,76429,71048,393,1680,587,1319,9,593,800
5182,5381,76429,71048,393,1680,587,1319,9,593,800
5183,5381,76429,71048,393,1680,587,1319,9,593,800
5184,5381,76429,71048,393,1680,587,1319,9,593,800
5185,5381,76429,71048,393,1680,587,1319,9,593,800
5186,5381,76429,71048,393,1680,587,1319,9,593,800
5187,5381,76429,71048,393,1680,587,1319,9,593,800
5188,5381,76429,71048,393,1680,587,1319,9,593,800
5189,5381,76429,71048,393,1680,587,1319,9,593,800
5190,5381,76429,71048,393,1680,587,1319,9,593,800
5191,5381,76429,71048,393,1680,587,1319,9,593,800
5192,5381,76429,71048,393,1680,587,1319,9,593,800
5193,5381,76429,71048,393,1680,587,1319,9,593,800
5194,5381,76429,71048,393,1680,587,1319,9,593,800
5195,5381,76429,71048,393,1680,587,1319,9,593,800
5196,5381,76429,71048,393,1680,587,1319,9,593,800
5197,5381,76429,71048,393,1680,587,1319,9,593,800
5198,5381,76429,71048,393,1680,587,1319,9,593,800
5199,5381,76429,71048,393,1680,587,1319,9,593,800
5200,5381,76429,71048,393,1680,587,1319,9,593,800
5201,5381,76429,71048,393,1680,587,1319,9,593,800
5202,5381,76429,71048,393,1680,587,1319,9,593,800
5203,5381,76429,71048,393,1680,587,1319,9,593,800
5204,5381,76429,71048,393,1680,587,1319,9,593,800
5205,5381,76429,71048,393,1680,587,1319,9,593,800
5206,5381,76429,71048,393,1680,587,1319,9,593,800
5207,5381,76429,71048,393,1680,587,1319,9,593,800
5208,5381,76429,71048,393,1680,587,1319,9,593,800
5209,5381,76429,71048,393,1680,587,1319,9,593,800
5210,5381,76429,71048,393,1680,587,1319,9,593,800
5211,5381,76429,71048,393,1680,587,1319,9,593,800
5212,5381,76429,71048,393,1680,587,1319,9,593,800
5213,5381,76429,71048,393,1680,587,1319,9,593,800
5214,5381,76429,71048,393,1680,587,1319,9,593,800
5215,5381,76429,71048,393,1680,587,1319,9,593,800
5216,5381,76429,71048,393,1680,587,1319,9,593,800
5217,5381,76429,71048,393,1680,587,1319,9,593,800
5218,5381,76429,71048,393,1680,587,1319,9,593,800
5219,5381,76429,71048,393,1680,587,1319,9,593,800
5220,5381,76429,71048,393,1680,587,1319,9,593,800
5221,5381,76429,71048,393,1680,587,1319,9,593,800
5222,5381,76429,71048,393,1680,587,1319,9,593,800
5223,5381,76429,71048,393,1680,587,1319,9,593,800
5224,5381,76429,71048,393,1680,587,1319,9,593,800
5225,5381,76429,71048,393,1680,587,1319,9,593,800
5226,5381,76429,71048,393,1680,587,1319,9,593,800
5227,5381,76429,71048,393,1680,587,1319,9,593,800
5228,5381,76429,71048,393,1680,587,1319,9,593,800
5229,5381,76429,71048,393,1680,587,1319,9,593,800
5230,5381,76429,71048,393,1680,587,1319,9,593,800
5231,5381,76429,71048,393,1680,587,1319,9,593,800
5232,5381,76429,71048,393,1680,587,1319,9,593,800
5233,5381,76429,71048,393,1680,587,1319,9,593,800
5234,5381,76429,71048,393,1680,587,1319,9,593,800
5235,5381,76429,71048,393,1680,587,1319,9,593,800
5236,5381,76429,71048,393,1680,587,1319,9,593,800
5237,5381,76429,71048,393,1680,587,1319,9,593,800
5238,5381,76429,71048,393,1680,587,1319,9,593,800
5239,5381,76429,71048,393,1680,587,1319,9,593,800
5240,5381,76429,71048,393,1680,587,1319,9,593,800
5241,5381,76429,71048,393,1680,587,1319,9,593,800
5242,5381,76429,71048,393,1680,587,1319,9,593,800
5243,5381,76429,71048,393,1680,587,1319,9,593,800
5244,5381,76429,71048,393,1680,587,1319,9,593,800
5245,5381,76429,71048,393,1680,587,1319,9,593,800
5246,5381,76429,71048,393,1680,587,1319,9,593,800
5247,5381,76429,71048,393,1680,587,1319,9,593,800
5248,5381,76429,71048,393,1680,587,1319,9,593,800
5249,5381,76429,71048,393,1680,587,1319,9,593,800
5250,5381,76429,71048,393,1680,587,1319,9,593,800
5251,5381,76429,71048,393,1680,587,1319,9,593,800
5252,5381,76429,71048,393,1680,587,1319,9,593,800
5253,5381,76429,71048,393,1680,587,1319,9,593,800
5254,5381,76429,71048,393,1680,587,1319,9,593,800
5255,5381,76429,71048,393,1680,587,1319,9,593,800
5256,5381,76429,71048,393,1680,587,1319,9,593,800
5257,5381,76429,71048,393,1680,587,1319,9,593,800
5258,5381,76429,71048,393,1680,587,1319,9,593,800
5259,5381,76429,71048,393,1680,587,1319,9,593,800
5260,5381,76429,71048,393,1680,587,1319,9,593,800
5261,5381,76429,71048,393,1680,587,1319,9,593,800
5262,5381,76429,71048,393,1680,587,1319,9,593,800
5263,5381,76429,71048,393,1680,587,1319,9,593,800
5264,5381,76429,71048,393,1680,587,1319,9,593,800
5265,5381,76429,71048,393,1680,587,1319,9,593,800
5266,5381,76429,71048,393,1680,587,1319,9,593,800
5267,5381,76429,71048,393,1680,587,1319,9,593,800
5268,5381,76429,71048,393,1680,587,1319,9,593,800
5269,5381,76429,71048,393,1680,587,1319,9,593,800
5270,5381,76429,71048,393,1680,587,1319,9,593,800
5271,5381,76429,71048,393,1680,587,1319,9,593,800
5272,5381,76429,71048,393,1680,587,1319,9,593,800
5273,5381,76429,71048,393,1680,587,1319,9,593,800
5274,5381,76429,71048,393,1680,587,1319,9,593,800
5275,5381,76429,71048,393,1680,587,1319,9,593,800
5276,5381,76429,71048,393,1680,587,1319,9,593,800
5277,5381,76429,71048,393,1680,587,1319,9,593,800
5278,5381,76429,71048,393,1680,587,1319,9,593,800
5279,5381,76429,71048,393,1680,587,1319,9,593,800
5280,5381,76429,71048,393,1680,587,1319,9,593,800
5281,5381,76429,71048,393,1680,587,1319,9,593,800
5282,5381,76429,71048,393,1680,587,1319,9,593,800
5283,5381,76429,71048,393,1680,587,1319,9,593,800
5284,5381,76429,71048,393,1680,587,1319,9,593,800
5285,5381,76429,71048,393,1680,587,1319,9,593,800
5286,5381,76429,71048,393,1680,587,1319,9,593,800
5287,5381,76429,71048,393,1680,587,1319,9,593,800
5288,5381,76429,71048,393,1680,587,1319,9,593,800
5289,5381,76429,71048,393,1680,587,1319,9,593,800
5290,5381,76429,71048,393,1680,587,1319,9,593,800
5291,5381,76429,71048,393,1680,587,1319,9,593,800
5292,5381,76429,71048,393,1680,587,1319,9,593,800
5293,5381,76429,71048,393,1680,587,1319,9,593,800
5294,5381,76429,71048,393,1680,587,1319,9,593,800
5295,5381,76429,71048,393,1680,587,1319,9,593,800
5296,5381,76429,71048,393,1680,587,1319,9,593,800
5297,5381,76429,71048,393,1680,587,1319,9,593,800
5298,5381,76429,71048,393,1680,587,1319,9,593,800
5299,5381,76429,71048,393,1680,587,1319,9,593,800
5300,5381,76429,71048,393,1680,587,1319,9,593,800
5301,5381,76429,71048,393,1680,587,1319,9,593,800
5302,5381,76429,71048,393,1680,587,1319,9,593,800
5303,5381,76429,71048,393,1680,587,1319,9,593,800
5304,5381,76429,71048,393,1680,587,1319,9,593,800
5305,5381,76429,71048,393,1680,587,1319,9,593,800
5306,5381,76429,71048,393,1680,587,1319,9,593,800
5307,5381,76429,71048,393,1680,587,1319,9,593,800
5308,5381,76429,71048,393,1680,587,1319,9,593,800
5309,5381,76429,71048,393,1680,587,1319,9,593,800
5310,5381,76429,71048,393,1680,587,1319,9,593,800
5311,5381,76429,71048,393,1680,587,1319,9,593,800
5312,5381,76429,71048,393,1680,587,1319,9,593,800
5313,5381,76429,71048,393,1680,587,1319,9,593,800
5314,5381,76429,71048,393,1680,587,1319,9,593,800
5315,5381,76429,71048,393,1680,587,1319,9,593,800
5316,5381,76429,71048,393,1680,587,1319,9,593,800
5317,5381,76429,71048,393,1680,587,1319,9,593,800
5318,5381,76429,71048,393,1680,587,1319,9,593,800
5319,5381,76429,71048,393,1680,587,1319,9,593,800
5320,5381,76429,71048,393,1680,587,1319,9,593,800
5321,5381,76429,71048,393,1680,587,1319,9,593,800
5322,5381,76429,71048,393,1680,587,1319,9,593,800
5323,5381,76429,71048,393,1680,587,1319,9,593,800
5324,5381,76429,71048,393,1680,587,1319,9,593,800
5325,5381,76429,71048,393,1680,587,1319,9,593,800
5326,5381,76429,71048,393,1680,587,1319,9,593,800
5327,5381,76429,71048,393,1680,587,1319,9,593,800
5328,5381,76429,71048,393,1680,587,1319,9,593,800
5329,5381,76429,71048,393,1680,587,1319,9,593,800
5330,5381,76429,71048,393,1680,587,1319,9,593,800
5331,5381,76429,71048,393,1680,587,1319,9,593,800
5332,5381,76429,71048,393,1680,587,1319,9,593,800
5333,5381,76429,71048,393,1680,587,1319,9,593,800
5334,5381,76429,71048,393,1680,587,1319,9,593,800
5335,5381,76429,71048,393,1680,587,1319,9,593,800
5336,5381,76429,71048,393,1680,587,1319,9,593,800
5337,5381,76429,71048,393,1680,587,1319,9,593,800
5338,5381,76429,71048,393,1680,587,1319,9,593,800
5339,5381,76429,71048,393,1680,587,1319,9,593,800
5340,5381,76429,71048,393,1680,587,1319,9,593,800
5341,5381,76429,71048,393,1680,587,1319,9,593,800
5342,5381,76429,71048,393,1680,587,1319,9,593,800
5343,5381,76429,71048,393,1680,587,1319,9,593,800
5344,5381,76429,71048,393,1680,587,1319,9,593,800
5345,5381,76429,71048,393,1680,587,1319,9,593,800
5346,5381,76429,71048,393,1680,587,1319,9,593,800
5347,5381,76429,71048,393,1680,587,1319,9,593,800
5348,5381,76429,71048,393,1680,587,1319,9,593,800
5349,5381,76429,71048,393,1680,587,1319,9,593,800
5350,5381,76429,71048,393,1680,587,1319,9,593,800
5351,5381,76429,71048,393,1680,587,1319,9,593,800
5352,5381,76429,71048,393,1680,587,1319,9,593,800
5353,5381,76429,71048,393,1680,587,1319,9,593,800
5354,5381,76429,71048,393,1680,587,1319,9,593,800
5355,5381,76429,71048,393,1680,587,1319,9,593,800
5356,5381,76429,71048,393,1680,587,1319,9,593,800
5357,5381,76429,71048,393,1680,587,1319,9,593,800
5358,5381,76429,71048,393,1680,587,1319,9,593,800
5359,5381,76429,71048,393,1680,587,1319,9,593,800
5360,5381,76429,71048,393,1680,587,1319,9,593,800
5361,5381,76429,71048,393,1680,587,1319,9,593,800
5362,5381,76429,71048,393,1680,587,1319,9,593,800
5363,5381,76429,71048,393,1680,587,1319,9,593,800
5364,5381,76429,71048,393,1680,587,1319,9,593,800
5365,5381,76429,71048,393,1680,587,1319,9,593,800
5366,5381,76429,71048,393,1680,587,1319,9,593,800
5367,5381,76429,71048,393,1680,587,1319,9,593,800
5368,5381,76429,71048,393,1680,587,1319,9,593,800
5369,5381,76429,71048,393,1680,587,1319,9,593,800
5370,5381,76429,71048,393,1680,587,1319,9,593,800
5371,5381,76429,71048,393,1680,587,1319,9,593,800
5372,5381,76429,71048,393,1680,587,1319,9,593,800
5373,5381,76429,71048,393,1680,587,1319,9,593,800
5374,5381,76429,71048,393,1680,587,1319,9,593,800
5375,5381,76429,71048,393,1680,587,1319,9,593,800
5376,5381,76429,71048,393,1680,587,1319,9,593,800
5377,5381,76429,71048,393,1680,587,1319,9,593,800
5378,5381,76429,71048,393,1680,587,1319,9,593,800
5379,5381,76429,71048,393,1680,587,1319,9,593,800
5380,5381,76429,71048,393,1680,587,1319,9,593,800
5381,5381,76429,71048,393,1680,587,1319,9,593,800
5382,5381,76429,71048,393,1680,587,1319,9,593,800
5383,5381,76429,71048,393,1680,587,1319,9,593,800
5384,5381,76429,71048,393,1680,587,1319,9,593,800
5385,5381,76429,71048,393,1680,587,1319,9,593,800
5386,5381,76429,71048,393,1680,587,1319,9,593,800
5387,5381,76429,71048,393,1680,587,1319,9,593,800
5388,5381,76429,71048,393,1680,587,1319,9,593,800
5389,5381,76429,71048,393,1680,587,1319,9,593,800
5390,5381,76429,71048,393,1680,587,1319,9,593,800
5391,5381,76429,71048,393,1680,587,1319,9,593,800
5392,5381,76429,71048,393,1680,587,1319,9,593,800
5393,5381,76429,71048,393,1680,587,1319,9,593,800
5394,5381,76429,71048,393,1680,587,1319,9,593,800
5395,5381,76429,71048,393,1680,587,1319,9,593,800
5396,5381,76429,71048,393,1680,587,1319,9,593,800
5397,5381,76429,71048,393,1680,587,1319,9,593,800
5398,5381,76429,71048,393,1680,587,1319,9,593,800
5399,5381,76429,71048,393,1680,587,1319,9,593,800
5400,5381,76429,71048,393,1680,587,1319,9,593,800
5401,5381,76429,71048,393,1680,587,1319,9,593,800
5402,5381,76429,71048,393,1680,587,1319,9,593,800
5403,5381,76429,71048,393,1680,587,1319,9,593,800
5404,5381,76429,71048,393,1680,587,1319,9,593,800
5405,5381,76429,71048,393,1680,587,1319,9,593,800
5406,5381,76429,71048,393,1680,587,1319,9,593,800
5407,5381,76429,71048,393,1680,587,1319,9,593,800
5408,5381,76429,71048,393,1680,587,1319,9,593,800
5409,5381,76429,71048,393,1680,587,1319,9,593,800
5410,5381,76429,71048,393,1680,587,1319,9,593,800
5411,5381,76429,71048,393,1680,587,1319,9,593,800
5412,5381,76429,71048,393,1680,587,1319,9,593,800
5413,5381,76429,71048,393,1680,587,1319,9,593,800
5414,5381,76429,71048,393,1680,587,1319,9,593,800
5415,5381,76429,71048,393,1680,587,1319,9,593,800
5416,5381,76429,71048,393,1680,587,1319,9,593,800
5417,5381,76429,71048,393,1680,587,1319,9,593,800
5418,5381,76429,71048,393,1680,587,1319,9,593,800
5419,5381,76429,71048,393,1680,587,1319,9,593,800
5420,5381,76429,71048,393,1680,587,1319,9,593,800
5421,5381,76429,71048,393,1680,587,1319,9,593,800
5422,5381,76429,71048,393,1680,587,1319,9,593,800
5423,5381,76429,71048,393,1680,587,1319,9,593,800
5424,5381,76429,71048,393,1680,587,1319,9,593,800
5425,5381,76429,71048,393,1680,587,1319,9,593,800
5426,5381,76429,71048,393,1680,587,1319,9,593,800
5427,5381,76429,71048,393,1680,587,1319,9,593,800
5428,5381,76429,71048,393,1680,587,1319,9,593,800
5429,5381,76429,71048,393,1680,587,1319,9,593,800
5430,5381,76429,71048,393,1680,587,1319,9,593,800
5431,5381,76429,71048,393,1680,587,1319,9,593,800
5432,5381,76429,71048,393,1680,587,1319,9,593,800
5433,5381,76429,71048,393,1680,587,1319,9,593,800
5434,5381,76429,71048,393,1680,587,1319,9,593,800
5435,5381,76429,71048,393,1680,587,1319,9,593,800
5436,5381,76429,71048,393,1680,587,1319,9,593,800
5437,5381,76429,71048,393,1680,587,1319,9,593,800
5438,5381,76429,71048,393,1680,587,1319,9,593,800
5439,5381,76429,71048,393,1680,587,1319,9,593,800
5440,5381,76429,71048,393,1680,587,1319,9,593,800
5441,5381,76429,71048,393,1680,587,1319,9,593,800
5442,5381,76429,71048,393,1680,587,1319,9,593,800
5443,5381,76429,71048,393,1680,587,1319,9,593,800
5444,5381,76429,71048,393,1680,587,1319,9,593,800
5445,5381,76429,71048,393,1680,587,1319,9,593,800
5446,5381,76429,71048,393,1680,587,1319,9,593,800
5447,5381,76429,71048,393,1680,587,1319,9,593,800
5448,5381,76429,71048,393,1680,587,1319,9,593,800
5449,5381,76429,71048,393,1680,587,1319,9,593,800
5450,5381,76429,71048,393,1680,587,1319,9,593,800
5451,5381,76429,71048,393,1680,587,1319,9,593,800
5452,5381,76429,71048,393,1680,587,1319,9,593,800
5453,5381,76429,71048,393,1680,587,1319,9,593,800
5454,5381,76429,71048,393,1680,587,1319,9,593,800
5455,5381,76429,71048,393,1680,587,1319,9,593,800
5456,5381,76429,71048,393,1680,587,1319,9,593,800
5457,5381,76429,71048,393,1680,587,1319,9,593,800
5458,5381,76429,71048,393,1680,587,1319,9,593,800
5459,5381,76429,71048,393,1680,587,1319,9,593,800
5460,5381,76429,71048,393,1680,587,1319,9,593,800
5461,5381,76429,71048,393,1680,587,1319,9,593,800
5462,5381,76429,71048,393,1680,587,1319,9,593,800
5463,5381,76429,71048,393,1680,587,1319,9,593,800
5464,5381,76429,71048,393,1680,587,1319,9,593,800
5465,5381,76429,71048,393,1680,587,1319,9,593,800
5466,5381,76429,71048,393,1680,587,1319,9,593,800
5467,5381,76429,71048,393,1680,587,1319,9,593,800
5468,5381,76429,71048,393,1680,587,1319,9,593,800
5469,5381,76429,71048,393,1680,587,1319,9,593,800
5470,5381,76429,71048,393,1680,587,1319,9,593,800
5471,5381,76429,71048,393,1680,587,1319,9,593,800
5472,5381,76429,71048,393,1680,587,1319,9,593,800
5473,5381,76429,71048,393,1680,587,1319,9,593,800
5474,5381,76429,71048,393,1680,587,1319,9,593,800
5475,5381,76429,71048,393,1680,587,1319,9,593,800
5476,5381,76429,71048,393,1680,587,1319,9,593,800
5477,5381,76429,71048,393,1680,587,1319,9,593,800
5478,5381,76429,71048,393,1680,587,1319,9,593,800
5479,5381,76429,71048,393,1680,587,1319,9,593,800
5480,5381,76429,71048,393,1680,587,1319,9,593,800
5481,5381,76429,71048,393,1680,587,1319,9,593,800
5482,5381,76429,71048,393,1680,587,1319,9,593,800
5483,5381,76429,71048,393,1680,587,1319,9,593,800
5484,5381,76429,71048,393,1680,587,1319,9,593,800
5485,5381,76429,71048,393,1680,587,1319,9,593,800
5486,5381,76429,71048,393,1680,587,1319,9,593,800
5487,5381,76429,71048,393,1680,587,1319,9,593,800
5488,5381,76429,71048,393,1680,587,1319,9,593,800
5489,5381,76429,71048,393,1680,587,1319,9,593,800
5490,5381,76429,71048,393,1680,587,1319,9,593,800
5491,5381,76429,71048,393,1680,587,1319,9,593,800
5492,5381,76429,71048,393,1680,587,1319,9,593,800
5493,5381,76429,71048,393,1680,587,1319,9,593,800
5494,5381,76429,71048,393,1680,587,1319,9,593,800
5495,5381,76429,71048,393,1680,587,1319,9,593,800
5496,5381,76429,71048,393,1680,587,1319,9,593,800
5497,5381,76429,71048,393,1680,587,1319,9,593,800
5498,5381,76429,71048,393,1680,587,1319,9,593,800
5499,5381,76429,71048,393,1680,587,1319,9,593,800
5500,5381,76429,71048,393,1680,587,1319,9,593,800
5501,5381,76429,71048,393,1680,587,1319,9,593,800
5502,5381,76429,71048,393,1680,587,1319,9,593,800
5503,5381,76429,71048,393,1680,587,1319,9,593,800
5504,5381,76429,71048,393,1680,587,1319,9,593,800
5505,5381,76429,71048,393,1680,587,1319,9,593,800
5506,5381,76429,71048,393,1680,587,1319,9,593,800
5507,5381,76429,71048,393,1680,587,1319,9,593,800
5508,5381,76429,71048,393,1680,587,1319,9,593,800
5509,5381,76429,71048,393,1680,587,1319,9,593,800
5510,5381,76429,71048,393,1680,587,1319,9,593,800
5511,5381,76429,71048,393,1680,587,1319,9,593,800
5512,5381,76429,71048,393,1680,587,1319,9,593,800
5513,5381,76429,71048,393,1680,587,1319,9,593,800
5514,5381,76429,71048,393,1680,587,1319,9,593,800
5515,5381,76429,71048,393,1680,587,1319,9,593,800
