County Name,Minority,Total,white,black,hispanic,american_indian,asian,pacific_Islander,other,two_or_more
1984,5381,76429,71048,393,1680,587,1319,9,593,800
1985,5381,76429,71048,393,1680,587,1319,9,593,800
1986,5381,76429,71048,393,1680,587,1319,9,593,800
1987,5381,76429,71048,393,1680,587,1319,9,593,800
1988,5381,76429,71048,393,1680,587,1319,9,593,800
1989,5381,76429,71048,393,1680,587,1319,9,593,800
1990,5381,76429,71048,393,1680,587,1319,9,593,800
1991,5381,76429,71048,393,1680,587,1319,9,593,800
1992,5381,76429,71048,393,1680,587,1319,9,593,800
1993,5381,76429,71048,393,1680,587,1319,9,593,800
1994,5381,76429,71048,393,1680,587,1319,9,593,800
1995,5381,76429,71048,393,1680,587,1319,9,593,800
1996,5381,76429,71048,393,1680,587,1319,9,593,800
1997,5381,76429,71048,393,1680,587,1319,9,593,800
1998,5381,76429,71048,393,1680,587,1319,9,593,800
1999,5381,76429,71048,393,1680,587,1319,9,593,800
2000,5381,76429,71048,393,1680,587,1319,9,593,800
2001,5381,76429,71048,393,1680,587,1319,9,593,800
2002,5381,76429,71048,393,1680,587,1319,9,593,800
2003,5381,76429,71048,393,1680,587,1319,9,593,800
2004,5381,76429,71048,393,1680,587,1319,9,593,800
2005,5381,76429,71048,393,1680,587,1319,9,593,800
2006,5381,76429,71048,393,1680,587,1319,9,593,800
2007,5381,76429,71048,393,1680,587,1319,9,593,800
2008,5381,76429,71048,393,1680,587,1319,9,593,800
2009,5381,76429,71048,393,1680,587,1319,9,593,800
2010,5381,76429,71048,393,1680,587,1319,9,593,800
2011,5381,76429,71048,393,1680,587,1319,9,593,800
2012,5381,76429,71048,393,1680,587,1319,9,593,800
2013,5381,76429,71048,393,1680,587,1319,9,593,800
2014,5381,76429,71048,393,1680,587,1319,9,593,800
2015,5381,76429,71048,393,1680,587,1319,9,593,800
2016,5381,76429,71048,393,1680,587,1319,9,593,800
2017,5381,76429,71048,393,1680,587,1319,9,593,800
2018,5381,76429,71048,393,1680,587,1319,9,593,800
2019,5381,76429,71048,393,1680,587,1319,9,593,800
2020,5381,76429,71048,393,1680,587,1319,9,593,800
2021,5381,76429,71048,393,1680,587,1319,9,593,800
2022,5381,76429,71048,393,1680,587,1319,9,593,800
2023,5381,76429,71048,393,1680,587,1319,9,593,800
2024,5381,76429,71048,393,1680,587,1319,9,593,800
2025,5381,76429,71048,393,1680,587,1319,9,593,800
2026,5381,76429,71048,393,1680,587,1319,9,593,800
2027,5381,76429,71048,393,1680,587,1319,9,593,800
2028,5381,76429,71048,393,1680,587,1319,9,593,800
2029,5381,76429,71048,393,1680,587,1319,9,593,800
2030,5381,76429,71048,393,1680,587,1319,9,593,800
2031,5381,76429,71048,393,1680,587,1319,9,593,800
2032,5381,76429,71048,393,1680,587,1319,9,593,800
2033,5381,76429,71048,393,1680,587,1319,9,593,800
2034,5381,76429,71048,393,1680,587,1319,9,593,800
2035,5381,76429,71048,393,1680,587,1319,9,593,800
2036,5381,76429,71048,393,1680,587,1319,9,593,800
2037,5381,76429,71048,393,1680,587,1319,9,593,800
2038,5381,76429,71048,393,1680,587,1319,9,593,800
2039,5381,76429,71048,393,1680,587,1319,9,593,800
2040,5381,76429,71048,393,1680,587,1319,9,593,800
2041,5381,76429,71048,393,1680,587,1319,9,593,800
2042,5381,76429,71048,393,1680,587,1319,9,593,800
2043,5381,76429,71048,393,1680,587,1319,9,593,800
2044,5381,76429,71048,393,1680,587,1319,9,593,800
2045,5381,76429,71048,393,1680,587,1319,9,593,800
2046,5381,76429,71048,393,1680,587,1319,9,593,800
2047,5381,76429,71048,393,1680,587,1319,9,593,800
2048,5381,76429,71048,393,1680,587,1319,9,593,800
2049,5381,76429,71048,393,1680,587,1319,9,593,800
2050,5381,76429,71048,393,1680,587,1319,9,593,800
2051,5381,76429,71048,393,1680,587,1319,9,593,800
2052,5381,76429,71048,393,1680,587,1319,9,593,800
2053,5381,76429,71048,393,1680,587,1319,9,593,800
2054,5381,76429,71048,393,1680,587,1319,9,593,800
2055,5381,76429,71048,393,1680,587,1319,9,593,800
2056,5381,76429,71048,393,1680,587,1319,9,593,800
2057,5381,76429,71048,393,1680,587,1319,9,593,800
2058,5381,76429,71048,393,1680,587,1319,9,593,800
2059,5381,76429,71048,393,1680,587,1319,9,593,800
2060,5381,76429,71048,393,1680,587,1319,9,593,800
2061,5381,76429,71048,393,1680,587,1319,9,593,800
2062,5381,76429,71048,393,1680,587,1319,9,593,800
2063,5381,76429,71048,393,1680,587,1319,9,593,800
2064,5381,76429,71048,393,1680,587,1319,9,593,800
2065,5381,76429,71048,393,1680,587,1319,9,593,800
2066,5381,76429,71048,393,1680,587,1319,9,593,800
2067,5381,76429,71048,393,1680,587,1319,9,593,800
2068,5381,76429,71048,393,1680,587,1319,9,593,800
2069,5381,76429,71048,393,1680,587,1319,9,593,800
2070,5381,76429,71048,393,1680,587,1319,9,593,800
2071,5381,76429,71048,393,1680,587,1319,9,593,800
2072,5381,76429,71048,393,1680,587,1319,9,593,800
2073,5381,76429,71048,393,1680,587,1319,9,593,800
2074,5381,76429,71048,393,1680,587,1319,9,593,800
2075,5381,76429,71048,393,1680,587,1319,9,593,800
2076,5381,76429,71048,393,1680,587,1319,9,593,800
2077,5381,76429,71048,393,1680,587,1319,9,593,800
2078,5381,76429,71048,393,1680,587,1319,9,593,800
2079,5381,76429,71048,393,1680,587,1319,9,593,800
2080,5381,76429,71048,393,1680,587,1319,9,593,800
2081,5381,76429,71048,393,1680,587,1319,9,593,800
2082,5381,76429,71048,393,1680,587,1319,9,593,800
2083,5381,76429,71048,393,1680,587,1319,9,593,800
2084,5381,76429,71048,393,1680,587,1319,9,593,800
2085,5381,76429,71048,393,1680,587,1319,9,593,800
2086,5381,76429,71048,393,1680,587,1319,9,593,800
2087,5381,76429,71048,393,1680,587,1319,9,593,800
2088,5381,76429,71048,393,1680,587,1319,9,593,800
2089,5381,76429,71048,393,1680,587,1319,9,593,800
2090,5381,76429,71048,393,1680,587,1319,9,593,800
2091,5381,76429,71048,393,1680,587,1319,9,593,800
2092,5381,76429,71048,393,1680,587,1319,9,593,800
2093,5381,76429,71048,393,1680,587,1319,9,593,800
2094,5381,76429,71048,393,1680,587,1319,9,593,800
2095,5381,76429,71048,393,1680,587,1319,9,593,800
2096,5381,76429,71048,393,1680,587,1319,9,593,800
2097,5381,76429,71048,393,1680,587,1319,9,593,800
2098,5381,76429,71048,393,1680,587,1319,9,593,800
2099,5381,76429,71048,393,1680,587,1319,9,593,800
2100,5381,76429,71048,393,1680,587,1319,9,593,800
2101,5381,76429,71048,393,1680,587,1319,9,593,800
2102,5381,76429,71048,393,1680,587,1319,9,593,800
2103,5381,76429,71048,393,1680,587,1319,9,593,800
2104,5381,76429,71048,393,1680,587,1319,9,593,800
2105,5381,76429,71048,393,1680,587,1319,9,593,800
2106,5381,76429,71048,393,1680,587,1319,9,593,800
2107,5381,76429,71048,393,1680,587,1319,9,593,800
2108,5381,76429,71048,393,1680,587,1319,9,593,800
2109,5381,76429,71048,393,1680,587,1319,9,593,800
2110,5381,76429,71048,393,1680,587,1319,9,593,800
2111,5381,76429,71048,393,1680,587,1319,9,593,800
2112,5381,76429,71048,393,1680,587,1319,9,593,800
2113,5381,76429,71048,393,1680,587,1319,9,593,800
2114,5381,76429,71048,393,1680,587,1319,9,593,800
2115,5381,76429,71048,393,1680,587,1319,9,593,800
2116,5381,76429,71048,393,1680,587,1319,9,593,800
2117,5381,76429,71048,393,1680,587,1319,9,593,800
2118,5381,76429,71048,393,1680,587,1319,9,593,800
2119,5381,76429,71048,393,1680,587,1319,9,593,800
2120,5381,76429,71048,393,1680,587,1319,9,593,800
2121,5381,76429,71048,393,1680,587,1319,9,593,800
2122,5381,76429,71048,393,1680,587,1319,9,593,800
2123,5381,76429,71048,393,1680,587,1319,9,593,800
2124,5381,76429,71048,393,1680,587,1319,9,593,800
2125,5381,76429,71048,393,1680,587,1319,9,593,800
2126,5381,76429,71048,393,1680,587,1319,9,593,800
2127,5381,76429,71048,393,1680,587,1319,9,593,800
2128,5381,76429,71048,393,1680,587,1319,9,593,800
2129,5381,76429,71048,393,1680,587,1319,9,593,800
2130,5381,76429,71048,393,1680,587,1319,9,593,800
2131,5381,76429,71048,393,1680,587,1319,9,593,800
2132,5381,76429,71048,393,1680,587,1319,9,593,800
2133,5381,76429,71048,393,1680,587,1319,9,593,800
2134,5381,76429,71048,393,1680,587,1319,9,593,800
2135,5381,76429,71048,393,1680,587,1319,9,593,800
2136,5381,76429,71048,393,1680,587,1319,9,593,800
2137,5381,76429,71048,393,1680,587,1319,9,593,800
2138,5381,76429,71048,393,1680,587,1319,9,593,800
2139,5381,76429,71048,393,1680,587,1319,9,593,800
2140,5381,76429,71048,393,1680,587,1319,9,593,800
2141,5381,76429,71048,393,1680,587,1319,9,593,800
2142,5381,76429,71048,393,1680,587,1319,9,593,800
2143,5381,76429,71048,393,1680,587,1319,9,593,800
2144,5381,76429,71048,393,1680,587,1319,9,593,800
2145,5381,76429,71048,393,1680,587,1319,9,593,800
2146,5381,76429,71048,393,1680,587,1319,9,593,800
2147,5381,76429,71048,393,1680,587,1319,9,593,800
2148,5381,76429,71048,393,1680,587,1319,9,593,800
2149,5381,76429,71048,393,1680,587,1319,9,593,800
2150,5381,76429,71048,393,1680,587,1319,9,593,800
2151,5381,76429,71048,393,1680,587,1319,9,593,800
2152,5381,76429,71048,393,1680,587,1319,9,593,800
2153,5381,76429,71048,393,1680,587,1319,9,593,800
2154,5381,76429,71048,393,1680,587,1319,9,593,800
2155,5381,76429,71048,393,1680,587,1319,9,593,800
2156,5381,76429,71048,393,1680,587,1319,9,593,800
2157,5381,76429,71048,393,1680,587,1319,9,593,800
2158,5381,76429,71048,393,1680,587,1319,9,593,800
2159,5381,76429,71048,393,1680,587,1319,9,593,800
2160,5381,76429,71048,393,1680,587,1319,9,593,800
2161,5381,76429,71048,393,1680,587,1319,9,593,800
2162,5381,76429,71048,393,1680,587,1319,9,593,800
2163,5381,76429,71048,393,1680,587,1319,9,593,800
2164,5381,76429,71048,393,1680,587,1319,9,593,800
2165,5381,76429,71048,393,1680,587,1319,9,593,800
2166,5381,76429,71048,393,1680,587,1319,9,593,800
2167,5381,76429,71048,393,1680,587,1319,9,593,800
2168,5381,76429,71048,393,1680,587,1319,9,593,800
2169,5381,76429,71048,393,1680,587,1319,9,593,800
2170,5381,76429,71048,393,1680,587,1319,9,593,800
2171,5381,76429,71048,393,1680,587,1319,9,593,800
2172,5381,76429,71048,393,1680,587,1319,9,593,800
2173,5381,76429,71048,393,1680,587,1319,9,593,800
2174,5381,76429,71048,393,1680,587,1319,9,593,800
2175,5381,76429,71048,393,1680,587,1319,9,593,800
2176,5381,76429,71048,393,1680,587,1319,9,593,800
2177,5381,76429,71048,393,1680,587,1319,9,593,800
2178,5381,76429,71048,393,1680,587,1319,9,593,800
2179,5381,76429,71048,393,1680,587,1319,9,593,800
2180,5381,76429,71048,393,1680,587,1319,9,593,800
2181,5381,76429,71048,393,1680,587,1319,9,593,800
2182,5381,76429,71048,393,1680,587,1319,9,593,800
2183,5381,76429,71048,393,1680,587,1319,9,593,800
2184,5381,76429,71048,393,1680,587,1319,9,593,800
2185,5381,76429,71048,393,1680,587,1319,9,593,800
2186,5381,76429,71048,393,1680,587,1319,9,593,800
2187,5381,76429,71048,393,1680,587,1319,9,593,800
2188,5381,76429,71048,393,1680,587,1319,9,593,800
2189,5381,76429,71048,393,1680,587,1319,9,593,800
2190,5381,76429,71048,393,1680,587,1319,9,593,800
2191,5381,76429,71048,393,1680,587,1319,9,593,800
2192,5381,76429,71048,393,1680,587,1319,9,593,800
2193,5381,76429,71048,393,1680,587,1319,9,593,800
2194,5381,76429,71048,393,1680,587,1319,9,593,800
2195,5381,76429,71048,393,1680,587,1319,9,593,800
2196,5381,76429,71048,393,1680,587,1319,9,593,800
2197,5381,76429,71048,393,1680,587,1319,9,593,800
2198,5381,76429,71048,393,1680,587,1319,9,593,800
2199,5381,76429,71048,393,1680,587,1319,9,593,800
2200,5381,76429,71048,393,1680,587,1319,9,593,800
2201,5381,76429,71048,393,1680,587,1319,9,593,800
2202,5381,76429,71048,393,1680,587,1319,9,593,800
2203,5381,76429,71048,393,1680,587,1319,9,593,800
2204,5381,76429,71048,393,1680,587,1319,9,593,800
2205,5381,76429,71048,393,1680,587,1319,9,593,800
2206,5381,76429,71048,393,1680,587,1319,9,593,800
2207,5381,76429,71048,393,1680,587,1319,9,593,800
2208,5381,76429,71048,393,1680,587,1319,9,593,800
2209,5381,76429,71048,393,1680,587,1319,9,593,800
2210,5381,76429,71048,393,1680,587,1319,9,593,800
2211,5381,76429,71048,393,1680,587,1319,9,593,800
2212,5381,76429,71048,393,1680,587,1319,9,593,800
2213,5381,76429,71048,393,1680,587,1319,9,593,800
2214,5381,76429,71048,393,1680,587,1319,9,593,800
2215,5381,76429,71048,393,1680,587,1319,9,593,800
2216,5381,76429,71048,393,1680,587,1319,9,593,800
2217,5381,76429,71048,393,1680,587,1319,9,593,800
2218,5381,76429,71048,393,1680,587,1319,9,593,800
2219,5381,76429,71048,393,1680,587,1319,9,593,800
2220,5381,76429,71048,393,1680,587,1319,9,593,800
2221,5381,76429,71048,393,1680,587,1319,9,593,800
2222,5381,76429,71048,393,1680,587,1319,9,593,800
2223,5381,76429,71048,393,1680,587,1319,9,593,800
2224,5381,76429,71048,393,1680,587,1319,9,593,800
2225,5381,76429,71048,393,1680,587,1319,9,593,800
2226,5381,76429,71048,393,1680,587,1319,9,593,800
2227,5381,76429,71048,393,1680,587,1319,9,593,800
2228,5381,76429,71048,393,1680,587,1319,9,593,800
2229,5381,76429,71048,393,1680,587,1319,9,593,800
2230,5381,76429,71048,393,1680,587,1319,9,593,800
2231,5381,76429,71048,393,1680,587,1319,9,593,800
2232,5381,76429,71048,393,1680,587,1319,9,593,800
2233,5381,76429,71048,393,1680,587,1319,9,593,800
2234,5381,76429,71048,393,1680,587,1319,9,593,800
2235,5381,76429,71048,393,1680,587,1319,9,593,800
2236,5381,76429,71048,393,1680,587,1319,9,593,800
2237,5381,76429,71048,393,1680,587,1319,9,593,800
2238,5381,76429,71048,393,1680,587,1319,9,593,800
2239,5381,76429,71048,393,1680,587,1319,9,593,800
2240,5381,76429,71048,393,1680,587,1319,9,593,800
2241,5381,76429,71048,393,1680,587,1319,9,593,800
2242,5381,76429,71048,393,1680,587,1319,9,593,800
2243,5381,76429,71048,393,1680,587,1319,9,593,800
2244,5381,76429,71048,393,1680,587,1319,9,593,800
2245,5381,76429,71048,393,1680,587,1319,9,593,800
2246,5381,76429,71048,393,1680,587,1319,9,593,800
2247,5381,76429,71048,393,1680,587,1319,9,593,800
2248,5381,76429,71048,393,1680,587,1319,9,593,800
2249,5381,76429,71048,393,1680,587,1319,9,593,800
2250,5381,76429,71048,393,1680,587,1319,9,593,800
2251,5381,76429,71048,393,1680,587,1319,9,593,800
2252,5381,76429,71048,393,1680,587,1319,9,593,800
2253,5381,76429,71048,393,1680,587,1319,9,593,800
2254,5381,76429,71048,393,1680,587,1319,9,593,800
2255,5381,76429,71048,393,1680,587,1319,9,593,800
2256,5381,76429,71048,393,1680,587,1319,9,593,800
2257,5381,76429,71048,393,1680,587,1319,9,593,800
2258,5381,76429,71048,393,1680,587,1319,9,593,800
2259,5381,76429,71048,393,1680,587,1319,9,593,800
2260,5381,76429,71048,393,1680,587,1319,9,593,800
2261,5381,76429,71048,393,1680,587,1319,9,593,800
2262,5381,76429,71048,393,1680,587,1319,9,593,800
2263,5381,76429,71048,393,1680,587,1319,9,593,800
2264,5381,76429,71048,393,1680,587,1319,9,593,800
2265,5381,76429,71048,393,1680,587,1319,9,593,800
2266,5381,76429,71048,393,1680,587,1319,9,593,800
2267,5381,76429,71048,393,1680,587,1319,9,593,800
2268,5381,76429,71048,393,1680,587,1319,9,593,800
2269,5381,76429,71048,393,1680,587,1319,9,593,800
2270,5381,76429,71048,393,1680,587,1319,9,593,800
2271,5381,76429,71048,393,1680,587,1319,9,593,800
2272,5381,76429,71048,393,1680,587,1319,9,593,800
2273,5381,76429,71048,393,1680,587,1319,9,593,800
2274,5381,76429,71048,393,1680,587,1319,9,593,800
2275,5381,76429,71048,393,1680,587,1319,9,593,800
2276,5381,76429,71048,393,1680,587,1319,9,593,800
2277,5381,76429,71048,393,1680,587,1319,9,593,800
2278,5381,76429,71048,393,1680,587,1319,9,593,800
2279,5381,76429,71048,393,1680,587,1319,9,593,800
2280,5381,76429,71048,393,1680,587,1319,9,593,800
2281,5381,76429,71048,393,1680,587,1319,9,593,800
2282,5381,76429,71048,393,1680,587,1319,9,593,800
2283,5381,76429,71048,393,1680,587,1319,9,593,800
2284,5381,76429,71048,393,1680,587,1319,9,593,800
2285,5381,76429,71048,393,1680,587,1319,9,593,800
2286,5381,76429,71048,393,1680,587,1319,9,593,800
2287,5381,76429,71048,393,1680,587,1319,9,593,800
2288,5381,76429,71048,393,1680,587,1319,9,593,800
2289,5381,76429,71048,393,1680,587,1319,9,593,800
2290,5381,76429,71048,393,1680,587,1319,9,593,800
2291,5381,76429,71048,393,1680,587,1319,9,593,800
2292,5381,76429,71048,393,1680,587,1319,9,593,800
2293,5381,76429,71048,393,1680,587,1319,9,593,800
2294,5381,76429,71048,393,1680,587,1319,9,593,800
2295,5381,76429,71048,393,1680,587,1319,9,593,800
2296,5381,76429,71048,393,1680,587,1319,9,593,800
2297,5381,76429,71048,393,1680,587,1319,9,593,800
2298,5381,76429,71048,393,1680,587,1319,9,593,800
2299,5381,76429,71048,393,1680,587,1319,9,593,800
2300,5381,76429,71048,393,1680,587,1319,9,593,800
2301,5381,76429,71048,393,1680,587,1319,9,593,800
2302,5381,76429,71048,393,1680,587,1319,9,593,800
2303,5381,76429,71048,393,1680,587,1319,9,593,800
2304,5381,76429,71048,393,1680,587,1319,9,593,800
2305,5381,76429,71048,393,1680,587,1319,9,593,800
2306,5381,76429,71048,393,1680,587,1319,9,593,800
2307,5381,76429,71048,393,1680,587,1319,9,593,800
2308,5381,76429,71048,393,1680,587,1319,9,593,800
2309,5381,76429,71048,393,1680,587,1319,9,593,800
2310,5381,76429,71048,393,1680,587,1319,9,593,800
2311,5381,76429,71048,393,1680,587,1319,9,593,800
2312,5381,76429,71048,393,1680,587,1319,9,593,800
2313,5381,76429,71048,393,1680,587,1319,9,593,800
2314,5381,76429,71048,393,1680,587,1319,9,593,800
2315,5381,76429,71048,393,1680,587,1319,9,593,800
2316,5381,76429,71048,393,1680,587,1319,9,593,800
2317,5381,76429,71048,393,1680,587,1319,9,593,800
2318,5381,76429,71048,393,1680,587,1319,9,593,800
2319,5381,76429,71048,393,1680,587,1319,9,593,800
2320,5381,76429,71048,393,1680,587,1319,9,593,800
2321,5381,76429,71048,393,1680,587,1319,9,593,800
2322,5381,76429,71048,393,1680,587,1319,9,593,800
2323,5381,76429,71048,393,1680,587,1319,9,593,800
2324,5381,76429,71048,393,1680,587,1319,9,593,800
2325,5381,76429,71048,393,1680,587,1319,9,593,800
2326,5381,76429,71048,393,1680,587,1319,9,593,800
2327,5381,76429,71048,393,1680,587,1319,9,593,800
2328,5381,76429,71048,393,1680,587,1319,9,593,800
2329,5381,76429,71048,393,1680,587,1319,9,593,800
2330,5381,76429,71048,393,1680,587,1319,9,593,800
2331,5381,76429,71048,393,1680,587,1319,9,593,800
2332,5381,76429,71048,393,1680,587,1319,9,593,800
2333,5381,76429,71048,393,1680,587,1319,9,593,800
2334,5381,76429,71048,393,1680,587,1319,9,593,800
2335,5381,76429,71048,393,1680,587,1319,9,593,800
2336,5381,76429,71048,393,1680,587,1319,9,593,800
2337,5381,76429,71048,393,1680,587,1319,9,593,800
2338,5381,76429,71048,393,1680,587,1319,9,593,800
2339,5381,76429,71048,393,1680,587,1319,9,593,800
2340,5381,76429,71048,393,1680,587,1319,9,593,800
2341,5381,76429,71048,393,1680,587,1319,9,593,800
2342,5381,76429,71048,393,1680,587,1319,9,593,800
2343,5381,76429,71048,393,1680,587,1319,9,593,800
2344,5381,76429,71048,393,1680,587,1319,9,593,800
2345,5381,76429,71048,393,1680,587,1319,9,593,800
2346,5381,76429,71048,393,1680,587,1319,9,593,800
2347,5381,76429,71048,393,1680,587,1319,9,593,800
2348,5381,76429,71048,393,1680,587,1319,9,593,800
2349,5381,76429,71048,393,1680,587,1319,9,593,800
2350,5381,76429,71048,393,1680,587,1319,9,593,800
2351,5381,76429,71048,393,1680,587,1319,9,593,800
2352,5381,76429,71048,393,1680,587,1319,9,593,800
2353,5381,76429,71048,393,1680,587,1319,9,593,800
2354,5381,76429,71048,393,1680,587,1319,9,593,800
2355,5381,76429,71048,393,1680,587,1319,9,593,800
2356,5381,76429,71048,393,1680,587,1319,9,593,800
2357,5381,76429,71048,393,1680,587,1319,9,593,800
2358,5381,76429,71048,393,1680,587,1319,9,593,800
2359,5381,76429,71048,393,1680,587,1319,9,593,800
2360,5381,76429,71048,393,1680,587,1319,9,593,800
2361,5381,76429,71048,393,1680,587,1319,9,593,800
2362,5381,76429,71048,393,1680,587,1319,9,593,800
2363,5381,76429,71048,393,1680,587,1319,9,593,800
2364,5381,76429,71048,393,1680,587,1319,9,593,800
2365,5381,76429,71048,393,1680,587,1319,9,593,800
2366,5381,76429,71048,393,1680,587,1319,9,593,800
2367,5381,76429,71048,393,1680,587,1319,9,593,800
2368,5381,76429,71048,393,1680,587,1319,9,593,800
2369,5381,76429,71048,393,1680,587,1319,9,593,800
2370,5381,76429,71048,393,1680,587,1319,9,593,800
2371,5381,76429,71048,393,1680,587,1319,9,593,800
2372,5381,76429,71048,393,1680,587,1319,9,593,800
2373,5381,76429,71048,393,1680,587,1319,9,593,800
2374,5381,76429,71048,393,1680,587,1319,9,593,800
2375,5381,76429,71048,393,1680,587,1319,9,593,800
2376,5381,76429,71048,393,1680,587,1319,9,593,800
2377,5381,76429,71048,393,1680,587,1319,9,593,800
2378,5381,76429,71048,393,1680,587,1319,9,593,800
2379,5381,76429,71048,393,1680,587,1319,9,593,800
2380,5381,76429,71048,393,1680,587,1319,9,593,800
2381,5381,76429,71048,393,1680,587,1319,9,593,800
2382,5381,76429,71048,393,1680,587,1319,9,593,800
2383,5381,76429,71048,393,1680,587,1319,9,593,800
2384,5381,76429,71048,393,1680,587,1319,9,593,800
2385,5381,76429,71048,393,1680,587,1319,9,593,800
2386,5381,76429,71048,393,1680,587,1319,9,593,800
2387,5381,76429,71048,393,1680,587,1319,9,593,800
2388,5381,76429,71048,393,1680,587,1319,9,593,800
2389,5381,76429,71048,393,1680,587,1319,9,593,800
2390,5381,76429,71048,393,1680,587,1319,9,593,800
2391,5381,76429,71048,393,1680,587,1319,9,593,800
2392,5381,76429,71048,393,1680,587,1319,9,593,800
2393,5381,76429,71048,393,1680,587,1319,9,593,800
2394,5381,76429,71048,393,1680,587,1319,9,593,800
2395,5381,76429,71048,393,1680,587,1319,9,593,800
2396,5381,76429,71048,393,1680,587,1319,9,593,800
2397,5381,76429,71048,393,1680,587,1319,9,593,800
2398,5381,76429,71048,393,1680,587,1319,9,593,800
2399,5381,76429,71048,393,1680,587,1319,9,593,800
2400,5381,76429,71048,393,1680,587,1319,9,593,800
2401,5381,76429,71048,393,1680,587,1319,9,593,800
2402,5381,76429,71048,393,1680,587,1319,9,593,800
2403,5381,76429,71048,393,1680,587,1319,9,593,800
2404,5381,76429,71048,393,1680,587,1319,9,593,800
2405,5381,76429,71048,393,1680,587,1319,9,593,800
2406,5381,76429,71048,393,1680,587,1319,9,593,800
2407,5381,76429,71048,393,1680,587,1319,9,593,800
2408,5381,76429,71048,393,1680,587,1319,9,593,800
2409,5381,76429,71048,393,1680,587,1319,9,593,800
2410,5381,76429,71048,393,1680,587,1319,9,593,800
2411,5381,76429,71048,393,1680,587,1319,9,593,800
2412,5381,76429,71048,393,1680,587,1319,9,593,800
2413,5381,76429,71048,393,1680,587,1319,9,593,800
2414,5381,76429,71048,393,1680,587,1319,9,593,800
2415,5381,76429,71048,393,1680,587,1319,9,593,800
2416,5381,76429,71048,393,1680,587,1319,9,593,800
2417,5381,76429,71048,393,1680,587,1319,9,593,800
2418,5381,76429,71048,393,1680,587,1319,9,593,800
2419,5381,76429,71048,393,1680,587,1319,9,593,800
2420,5381,76429,71048,393,1680,587,1319,9,593,800
2421,5381,76429,71048,393,1680,587,1319,9,593,800
2422,5381,76429,71048,393,1680,587,1319,9,593,800
2423,5381,76429,71048,393,1680,587,1319,9,593,800
2424,5381,76429,71048,393,1680,587,1319,9,593,800
2425,5381,76429,71048,393,1680,587,1319,9,593,800
2426,5381,76429,71048,393,1680,587,1319,9,593,800
2427,5381,76429,71048,393,1680,587,1319,9,593,800
2428,5381,76429,71048,393,1680,587,1319,9,593,800
2429,5381,76429,71048,393,1680,587,1319,9,593,800
2430,5381,76429,71048,393,1680,587,1319,9,593,800
2431,5381,76429,71048,393,1680,587,1319,9,593,800
2432,5381,76429,71048,393,1680,587,1319,9,593,800
2433,5381,76429,71048,393,1680,587,1319,9,593,800
2434,5381,76429,71048,393,1680,587,1319,9,593,800
2435,5381,76429,71048,393,1680,587,1319,9,593,800
2436,5381,76429,71048,393,1680,587,1319,9,593,800
2437,5381,76429,71048,393,1680,587,1319,9,593,800
2438,5381,76429,71048,393,1680,587,1319,9,593,800
2439,5381,76429,71048,393,1680,587,1319,9,593,800
2440,5381,76429,71048,393,1680,587,1319,9,593,800
2441,5381,76429,71048,393,1680,587,1319,9,593,800
2442,5381,76429,71048,393,1680,587,1319,9,593,800
2443,5381,76429,71048,393,1680,587,1319,9,593,800
2444,5381,76429,71048,393,1680,587,1319,9,593,800
2445,5381,76429,71048,393,1680,587,1319,9,593,800
2446,5381,76429,71048,393,1680,587,1319,9,593,800
2447,5381,76429,71048,393,1680,587,1319,9,593,800
2448,5381,76429,71048,393,1680,587,1319,9,593,800
2449,5381,76429,71048,393,1680,587,1319,9,593,800
2450,5381,76429,71048,393,1680,587,1319,9,593,800
2451,5381,76429,71048,393,1680,587,1319,9,593,800
2452,5381,76429,71048,393,1680,587,1319,9,593,800
2453,5381,76429,71048,393,1680,587,1319,9,593,800
2454,5381,76429,71048,393,1680,587,1319,9,593,800
2455,5381,76429,71048,393,1680,587,1319,9,593,800
2456,5381,76429,71048,393,1680,587,1319,9,593,800
2457,5381,76429,71048,393,1680,587,1319,9,593,800
2458,5381,76429,71048,393,1680,587,1319,9,593,800
2459,5381,76429,71048,393,1680,587,1319,9,593,800
2460,5381,76429,71048,393,1680,587,1319,9,593,800
2461,5381,76429,71048,393,1680,587,1319,9,593,800
2462,5381,76429,71048,393,1680,587,1319,9,593,800
2463,5381,76429,71048,393,1680,587,1319,9,593,800
2464,5381,76429,71048,393,1680,587,1319,9,593,800
2465,5381,76429,71048,393,1680,587,1319,9,593,800
2466,5381,76429,71048,393,1680,587,1319,9,593,800
2467,5381,76429,71048,393,1680,587,1319,9,593,800
2468,5381,76429,71048,393,1680,587,1319,9,593,800
2469,5381,76429,71048,393,1680,587,1319,9,593,800
2470,5381,76429,71048,393,1680,587,1319,9,593,800
2471,5381,76429,71048,393,1680,587,1319,9,593,800
2472,5381,76429,71048,393,1680,587,1319,9,593,800
2473,5381,76429,71048,393,1680,587,1319,9,593,800
2474,5381,76429,71048,393,1680,587,1319,9,593,800
2475,5381,76429,71048,393,1680,587,1319,9,593,800
2476,5381,76429,71048,393,1680,587,1319,9,593,800
2477,5381,76429,71048,393,1680,587,1319,9,593,800
2478,5381,76429,71048,393,1680,587,1319,9,593,800
2479,5381,76429,71048,393,1680,587,1319,9,593,800
2480,5381,76429,71048,393,1680,587,1319,9,593,800
2481,5381,76429,71048,393,1680,587,1319,9,593,800
