County Name,Bachelors,Total,High school,Bachelors
1321,15285.8,76429,70314.68,15285.8
1322,15285.8,76429,70314.68,15285.8
1323,15285.8,76429,70314.68,15285.8
1324,15285.8,76429,70314.68,15285.8
1325,15285.8,76429,70314.68,15285.8
1326,15285.8,76429,70314.68,15285.8
1327,15285.8,76429,70314.68,15285.8
1328,15285.8,76429,70314.68,15285.8
1329,15285.8,76429,70314.68,15285.8
1330,15285.8,76429,70314.68,15285.8
1331,15285.8,76429,70314.68,15285.8
1332,15285.8,76429,70314.68,15285.8
1333,15285.8,76429,70314.68,15285.8
1334,15285.8,76429,70314.68,15285.8
1335,15285.8,76429,70314.68,15285.8
1336,15285.8,76429,70314.68,15285.8
1337,15285.8,76429,70314.68,15285.8
1338,15285.8,76429,70314.68,15285.8
1339,15285.8,76429,70314.68,15285.8
1340,15285.8,76429,70314.68,15285.8
1341,15285.8,76429,70314.68,15285.8
1342,15285.8,76429,70314.68,15285.8
1343,15285.8,76429,70314.68,15285.8
1344,15285.8,76429,70314.68,15285.8
1345,15285.8,76429,70314.68,15285.8
1346,15285.8,76429,70314.68,15285.8
1347,15285.8,76429,70314.68,15285.8
1348,15285.8,76429,70314.68,15285.8
1349,15285.8,76429,70314.68,15285.8
1350,15285.8,76429,70314.68,15285.8
1351,15285.8,76429,70314.68,15285.8
1352,15285.8,76429,70314.68,15285.8
1353,15285.8,76429,70314.68,15285.8
1354,15285.8,76429,70314.68,15285.8
1355,15285.8,76429,70314.68,15285.8
1356,15285.8,76429,70314.68,15285.8
1357,15285.8,76429,70314.68,15285.8
1358,15285.8,76429,70314.68,15285.8
1359,15285.8,76429,70314.68,15285.8
1360,15285.8,76429,70314.68,15285.8
1361,15285.8,76429,70314.68,15285.8
1362,15285.8,76429,70314.68,15285.8
1363,15285.8,76429,70314.68,15285.8
1364,15285.8,76429,70314.68,15285.8
1365,15285.8,76429,70314.68,15285.8
1366,15285.8,76429,70314.68,15285.8
1367,15285.8,76429,70314.68,15285.8
1368,15285.8,76429,70314.68,15285.8
1369,15285.8,76429,70314.68,15285.8
1370,15285.8,76429,70314.68,15285.8
1371,15285.8,76429,70314.68,15285.8
1372,15285.8,76429,70314.68,15285.8
1373,15285.8,76429,70314.68,15285.8
1374,15285.8,76429,70314.68,15285.8
1375,15285.8,76429,70314.68,15285.8
1376,15285.8,76429,70314.68,15285.8
1377,15285.8,76429,70314.68,15285.8
1378,15285.8,76429,70314.68,15285.8
1379,15285.8,76429,70314.68,15285.8
1380,15285.8,76429,70314.68,15285.8
1381,15285.8,76429,70314.68,15285.8
1382,15285.8,76429,70314.68,15285.8
1383,15285.8,76429,70314.68,15285.8
1384,15285.8,76429,70314.68,15285.8
1385,15285.8,76429,70314.68,15285.8
1386,15285.8,76429,70314.68,15285.8
1387,15285.8,76429,70314.68,15285.8
1388,15285.8,76429,70314.68,15285.8
1389,15285.8,76429,70314.68,15285.8
1390,15285.8,76429,70314.68,15285.8
1391,15285.8,76429,70314.68,15285.8
1392,15285.8,76429,70314.68,15285.8
1393,15285.8,76429,70314.68,15285.8
1394,15285.8,76429,70314.68,15285.8
1395,15285.8,76429,70314.68,15285.8
1396,15285.8,76429,70314.68,15285.8
1397,15285.8,76429,70314.68,15285.8
1398,15285.8,76429,70314.68,15285.8
1399,15285.8,76429,70314.68,15285.8
1400,15285.8,76429,70314.68,15285.8
1401,15285.8,76429,70314.68,15285.8
1402,15285.8,76429,70314.68,15285.8
1403,15285.8,76429,70314.68,15285.8
1404,15285.8,76429,70314.68,15285.8
1405,15285.8,76429,70314.68,15285.8
1406,15285.8,76429,70314.68,15285.8
1407,15285.8,76429,70314.68,15285.8
1408,15285.8,76429,70314.68,15285.8
1409,15285.8,76429,70314.68,15285.8
1410,15285.8,76429,70314.68,15285.8
1411,15285.8,76429,70314.68,15285.8
1412,15285.8,76429,70314.68,15285.8
1413,15285.8,76429,70314.68,15285.8
1414,15285.8,76429,70314.68,15285.8
1415,15285.8,76429,70314.68,15285.8
1416,15285.8,76429,70314.68,15285.8
1417,15285.8,76429,70314.68,15285.8
1418,15285.8,76429,70314.68,15285.8
1419,15285.8,76429,70314.68,15285.8
1420,15285.8,76429,70314.68,15285.8
1421,15285.8,76429,70314.68,15285.8
1422,15285.8,76429,70314.68,15285.8
1423,15285.8,76429,70314.68,15285.8
1424,15285.8,76429,70314.68,15285.8
1425,15285.8,76429,70314.68,15285.8
1426,15285.8,76429,70314.68,15285.8
1427,15285.8,76429,70314.68,15285.8
1428,15285.8,76429,70314.68,15285.8
1429,15285.8,76429,70314.68,15285.8
1430,15285.8,76429,70314.68,15285.8
1431,15285.8,76429,70314.68,15285.8
1432,15285.8,76429,70314.68,15285.8
1433,15285.8,76429,70314.68,15285.8
1434,15285.8,76429,70314.68,15285.8
1435,15285.8,76429,70314.68,15285.8
1436,15285.8,76429,70314.68,15285.8
1437,15285.8,76429,70314.68,15285.8
1438,15285.8,76429,70314.68,15285.8
1439,15285.8,76429,70314.68,15285.8
1440,15285.8,76429,70314.68,15285.8
1441,15285.8,76429,70314.68,15285.8
1442,15285.8,76429,70314.68,15285.8
1443,15285.8,76429,70314.68,15285.8
1444,15285.8,76429,70314.68,15285.8
1445,15285.8,76429,70314.68,15285.8
1446,15285.8,76429,70314.68,15285.8
1447,15285.8,76429,70314.68,15285.8
1448,15285.8,76429,70314.68,15285.8
1449,15285.8,76429,70314.68,15285.8
1450,15285.8,76429,70314.68,15285.8
1451,15285.8,76429,70314.68,15285.8
1452,15285.8,76429,70314.68,15285.8
1453,15285.8,76429,70314.68,15285.8
1454,15285.8,76429,70314.68,15285.8
1455,15285.8,76429,70314.68,15285.8
1456,15285.8,76429,70314.68,15285.8
1457,15285.8,76429,70314.68,15285.8
1458,15285.8,76429,70314.68,15285.8
1459,15285.8,76429,70314.68,15285.8
1460,15285.8,76429,70314.68,15285.8
1461,15285.8,76429,70314.68,15285.8
1462,15285.8,76429,70314.68,15285.8
1463,15285.8,76429,70314.68,15285.8
1464,15285.8,76429,70314.68,15285.8
1465,15285.8,76429,70314.68,15285.8
1466,15285.8,76429,70314.68,15285.8
1467,15285.8,76429,70314.68,15285.8
1468,15285.8,76429,70314.68,15285.8
1469,15285.8,76429,70314.68,15285.8
1470,15285.8,76429,70314.68,15285.8
1471,15285.8,76429,70314.68,15285.8
1472,15285.8,76429,70314.68,15285.8
1473,15285.8,76429,70314.68,15285.8
1474,15285.8,76429,70314.68,15285.8
1475,15285.8,76429,70314.68,15285.8
1476,15285.8,76429,70314.68,15285.8
1477,15285.8,76429,70314.68,15285.8
1478,15285.8,76429,70314.68,15285.8
1479,15285.8,76429,70314.68,15285.8
1480,15285.8,76429,70314.68,15285.8
1481,15285.8,76429,70314.68,15285.8
1482,15285.8,76429,70314.68,15285.8
1483,15285.8,76429,70314.68,15285.8
1484,15285.8,76429,70314.68,15285.8
1485,15285.8,76429,70314.68,15285.8
1486,15285.8,76429,70314.68,15285.8
1487,15285.8,76429,70314.68,15285.8
1488,15285.8,76429,70314.68,15285.8
1489,15285.8,76429,70314.68,15285.8
1490,15285.8,76429,70314.68,15285.8
1491,15285.8,76429,70314.68,15285.8
1492,15285.8,76429,70314.68,15285.8
1493,15285.8,76429,70314.68,15285.8
1494,15285.8,76429,70314.68,15285.8
1495,15285.8,76429,70314.68,15285.8
1496,15285.8,76429,70314.68,15285.8
1497,15285.8,76429,70314.68,15285.8
1498,15285.8,76429,70314.68,15285.8
1499,15285.8,76429,70314.68,15285.8
1500,15285.8,76429,70314.68,15285.8
1501,15285.8,76429,70314.68,15285.8
1502,15285.8,76429,70314.68,15285.8
1503,15285.8,76429,70314.68,15285.8
1504,15285.8,76429,70314.68,15285.8
1505,15285.8,76429,70314.68,15285.8
1506,15285.8,76429,70314.68,15285.8
1507,15285.8,76429,70314.68,15285.8
1508,15285.8,76429,70314.68,15285.8
1509,15285.8,76429,70314.68,15285.8
1510,15285.8,76429,70314.68,15285.8
1511,15285.8,76429,70314.68,15285.8
1512,15285.8,76429,70314.68,15285.8
1513,15285.8,76429,70314.68,15285.8
1514,15285.8,76429,70314.68,15285.8
1515,15285.8,76429,70314.68,15285.8
1516,15285.8,76429,70314.68,15285.8
1517,15285.8,76429,70314.68,15285.8
1518,15285.8,76429,70314.68,15285.8
1519,15285.8,76429,70314.68,15285.8
1520,15285.8,76429,70314.68,15285.8
1521,15285.8,76429,70314.68,15285.8
1522,15285.8,76429,70314.68,15285.8
1523,15285.8,76429,70314.68,15285.8
1524,15285.8,76429,70314.68,15285.8
1525,15285.8,76429,70314.68,15285.8
1526,15285.8,76429,70314.68,15285.8
1527,15285.8,76429,70314.68,15285.8
1528,15285.8,76429,70314.68,15285.8
1529,15285.8,76429,70314.68,15285.8
1530,15285.8,76429,70314.68,15285.8
1531,15285.8,76429,70314.68,15285.8
1532,15285.8,76429,70314.68,15285.8
1533,15285.8,76429,70314.68,15285.8
1534,15285.8,76429,70314.68,15285.8
1535,15285.8,76429,70314.68,15285.8
1536,15285.8,76429,70314.68,15285.8
1537,15285.8,76429,70314.68,15285.8
1538,15285.8,76429,70314.68,15285.8
1539,15285.8,76429,70314.68,15285.8
1540,15285.8,76429,70314.68,15285.8
1541,15285.8,76429,70314.68,15285.8
1542,15285.8,76429,70314.68,15285.8
1543,15285.8,76429,70314.68,15285.8
1544,15285.8,76429,70314.68,15285.8
1545,15285.8,76429,70314.68,15285.8
1546,15285.8,76429,70314.68,15285.8
1547,15285.8,76429,70314.68,15285.8
1548,15285.8,76429,70314.68,15285.8
1549,15285.8,76429,70314.68,15285.8
1550,15285.8,76429,70314.68,15285.8
1551,15285.8,76429,70314.68,15285.8
1552,15285.8,76429,70314.68,15285.8
1553,15285.8,76429,70314.68,15285.8
1554,15285.8,76429,70314.68,15285.8
1555,15285.8,76429,70314.68,15285.8
1556,15285.8,76429,70314.68,15285.8
1557,15285.8,76429,70314.68,15285.8
1558,15285.8,76429,70314.68,15285.8
1559,15285.8,76429,70314.68,15285.8
1560,15285.8,76429,70314.68,15285.8
1561,15285.8,76429,70314.68,15285.8
1562,15285.8,76429,70314.68,15285.8
1563,15285.8,76429,70314.68,15285.8
1564,15285.8,76429,70314.68,15285.8
1565,15285.8,76429,70314.68,15285.8
1566,15285.8,76429,70314.68,15285.8
1567,15285.8,76429,70314.68,15285.8
1568,15285.8,76429,70314.68,15285.8
1569,15285.8,76429,70314.68,15285.8
1570,15285.8,76429,70314.68,15285.8
1571,15285.8,76429,70314.68,15285.8
1572,15285.8,76429,70314.68,15285.8
1573,15285.8,76429,70314.68,15285.8
1574,15285.8,76429,70314.68,15285.8
1575,15285.8,76429,70314.68,15285.8
1576,15285.8,76429,70314.68,15285.8
1577,15285.8,76429,70314.68,15285.8
1578,15285.8,76429,70314.68,15285.8
1579,15285.8,76429,70314.68,15285.8
1580,15285.8,76429,70314.68,15285.8
1581,15285.8,76429,70314.68,15285.8
1582,15285.8,76429,70314.68,15285.8
1583,15285.8,76429,70314.68,15285.8
1584,15285.8,76429,70314.68,15285.8
1585,15285.8,76429,70314.68,15285.8
1586,15285.8,76429,70314.68,15285.8
1587,15285.8,76429,70314.68,15285.8
1588,15285.8,76429,70314.68,15285.8
1589,15285.8,76429,70314.68,15285.8
1590,15285.8,76429,70314.68,15285.8
1591,15285.8,76429,70314.68,15285.8
1592,15285.8,76429,70314.68,15285.8
1593,15285.8,76429,70314.68,15285.8
1594,15285.8,76429,70314.68,15285.8
1595,15285.8,76429,70314.68,15285.8
1596,15285.8,76429,70314.68,15285.8
1597,15285.8,76429,70314.68,15285.8
1598,15285.8,76429,70314.68,15285.8
1599,15285.8,76429,70314.68,15285.8
1600,15285.8,76429,70314.68,15285.8
1601,15285.8,76429,70314.68,15285.8
1602,15285.8,76429,70314.68,15285.8
1603,15285.8,76429,70314.68,15285.8
1604,15285.8,76429,70314.68,15285.8
1605,15285.8,76429,70314.68,15285.8
1606,15285.8,76429,70314.68,15285.8
1607,15285.8,76429,70314.68,15285.8
1608,15285.8,76429,70314.68,15285.8
1609,15285.8,76429,70314.68,15285.8
1610,15285.8,76429,70314.68,15285.8
1611,15285.8,76429,70314.68,15285.8
1612,15285.8,76429,70314.68,15285.8
1613,15285.8,76429,70314.68,15285.8
1614,15285.8,76429,70314.68,15285.8
1615,15285.8,76429,70314.68,15285.8
1616,15285.8,76429,70314.68,15285.8
1617,15285.8,76429,70314.68,15285.8
1618,15285.8,76429,70314.68,15285.8
1619,15285.8,76429,70314.68,15285.8
1620,15285.8,76429,70314.68,15285.8
1621,15285.8,76429,70314.68,15285.8
1622,15285.8,76429,70314.68,15285.8
1623,15285.8,76429,70314.68,15285.8
1624,15285.8,76429,70314.68,15285.8
1625,15285.8,76429,70314.68,15285.8
1626,15285.8,76429,70314.68,15285.8
1627,15285.8,76429,70314.68,15285.8
1628,15285.8,76429,70314.68,15285.8
1629,15285.8,76429,70314.68,15285.8
1630,15285.8,76429,70314.68,15285.8
1631,15285.8,76429,70314.68,15285.8
1632,15285.8,76429,70314.68,15285.8
1633,15285.8,76429,70314.68,15285.8
1634,15285.8,76429,70314.68,15285.8
1635,15285.8,76429,70314.68,15285.8
1636,15285.8,76429,70314.68,15285.8
1637,15285.8,76429,70314.68,15285.8
1638,15285.8,76429,70314.68,15285.8
1639,15285.8,76429,70314.68,15285.8
1640,15285.8,76429,70314.68,15285.8
1641,15285.8,76429,70314.68,15285.8
1642,15285.8,76429,70314.68,15285.8
1643,15285.8,76429,70314.68,15285.8
1644,15285.8,76429,70314.68,15285.8
1645,15285.8,76429,70314.68,15285.8
1646,15285.8,76429,70314.68,15285.8
1647,15285.8,76429,70314.68,15285.8
1648,15285.8,76429,70314.68,15285.8
1649,15285.8,76429,70314.68,15285.8
1650,15285.8,76429,70314.68,15285.8
1651,15285.8,76429,70314.68,15285.8
1652,15285.8,76429,70314.68,15285.8
1653,15285.8,76429,70314.68,15285.8
1654,15285.8,76429,70314.68,15285.8
1655,15285.8,76429,70314.68,15285.8
1656,15285.8,76429,70314.68,15285.8
1657,15285.8,76429,70314.68,15285.8
1658,15285.8,76429,70314.68,15285.8
1659,15285.8,76429,70314.68,15285.8
1660,15285.8,76429,70314.68,15285.8
1661,15285.8,76429,70314.68,15285.8
1662,15285.8,76429,70314.68,15285.8
1663,15285.8,76429,70314.68,15285.8
1664,15285.8,76429,70314.68,15285.8
1665,15285.8,76429,70314.68,15285.8
1666,15285.8,76429,70314.68,15285.8
1667,15285.8,76429,70314.68,15285.8
1668,15285.8,76429,70314.68,15285.8
1669,15285.8,76429,70314.68,15285.8
1670,15285.8,76429,70314.68,15285.8
1671,15285.8,76429,70314.68,15285.8
1672,15285.8,76429,70314.68,15285.8
1673,15285.8,76429,70314.68,15285.8
1674,15285.8,76429,70314.68,15285.8
1675,15285.8,76429,70314.68,15285.8
1676,15285.8,76429,70314.68,15285.8
1677,15285.8,76429,70314.68,15285.8
1678,15285.8,76429,70314.68,15285.8
1679,15285.8,76429,70314.68,15285.8
1680,15285.8,76429,70314.68,15285.8
1681,15285.8,76429,70314.68,15285.8
1682,15285.8,76429,70314.68,15285.8
1683,15285.8,76429,70314.68,15285.8
1684,15285.8,76429,70314.68,15285.8
1685,15285.8,76429,70314.68,15285.8
1686,15285.8,76429,70314.68,15285.8
1687,15285.8,76429,70314.68,15285.8
1688,15285.8,76429,70314.68,15285.8
1689,15285.8,76429,70314.68,15285.8
1690,15285.8,76429,70314.68,15285.8
1691,15285.8,76429,70314.68,15285.8
1692,15285.8,76429,70314.68,15285.8
1693,15285.8,76429,70314.68,15285.8
1694,15285.8,76429,70314.68,15285.8
1695,15285.8,76429,70314.68,15285.8
1696,15285.8,76429,70314.68,15285.8
1697,15285.8,76429,70314.68,15285.8
1698,15285.8,76429,70314.68,15285.8
1699,15285.8,76429,70314.68,15285.8
1700,15285.8,76429,70314.68,15285.8
1701,15285.8,76429,70314.68,15285.8
1702,15285.8,76429,70314.68,15285.8
1703,15285.8,76429,70314.68,15285.8
1704,15285.8,76429,70314.68,15285.8
1705,15285.8,76429,70314.68,15285.8
1706,15285.8,76429,70314.68,15285.8
1707,15285.8,76429,70314.68,15285.8
1708,15285.8,76429,70314.68,15285.8
1709,15285.8,76429,70314.68,15285.8
1710,15285.8,76429,70314.68,15285.8
1711,15285.8,76429,70314.68,15285.8
1712,15285.8,76429,70314.68,15285.8
1713,15285.8,76429,70314.68,15285.8
1714,15285.8,76429,70314.68,15285.8
1715,15285.8,76429,70314.68,15285.8
1716,15285.8,76429,70314.68,15285.8
1717,15285.8,76429,70314.68,15285.8
1718,15285.8,76429,70314.68,15285.8
1719,15285.8,76429,70314.68,15285.8
1720,15285.8,76429,70314.68,15285.8
1721,15285.8,76429,70314.68,15285.8
1722,15285.8,76429,70314.68,15285.8
1723,15285.8,76429,70314.68,15285.8
1724,15285.8,76429,70314.68,15285.8
1725,15285.8,76429,70314.68,15285.8
1726,15285.8,76429,70314.68,15285.8
1727,15285.8,76429,70314.68,15285.8
1728,15285.8,76429,70314.68,15285.8
1729,15285.8,76429,70314.68,15285.8
1730,15285.8,76429,70314.68,15285.8
1731,15285.8,76429,70314.68,15285.8
1732,15285.8,76429,70314.68,15285.8
1733,15285.8,76429,70314.68,15285.8
1734,15285.8,76429,70314.68,15285.8
1735,15285.8,76429,70314.68,15285.8
1736,15285.8,76429,70314.68,15285.8
1737,15285.8,76429,70314.68,15285.8
1738,15285.8,76429,70314.68,15285.8
1739,15285.8,76429,70314.68,15285.8
1740,15285.8,76429,70314.68,15285.8
1741,15285.8,76429,70314.68,15285.8
1742,15285.8,76429,70314.68,15285.8
1743,15285.8,76429,70314.68,15285.8
1744,15285.8,76429,70314.68,15285.8
1745,15285.8,76429,70314.68,15285.8
1746,15285.8,76429,70314.68,15285.8
1747,15285.8,76429,70314.68,15285.8
1748,15285.8,76429,70314.68,15285.8
1749,15285.8,76429,70314.68,15285.8
1750,15285.8,76429,70314.68,15285.8
1751,15285.8,76429,70314.68,15285.8
1752,15285.8,76429,70314.68,15285.8
1753,15285.8,76429,70314.68,15285.8
1754,15285.8,76429,70314.68,15285.8
1755,15285.8,76429,70314.68,15285.8
1756,15285.8,76429,70314.68,15285.8
1757,15285.8,76429,70314.68,15285.8
1758,15285.8,76429,70314.68,15285.8
1759,15285.8,76429,70314.68,15285.8
1760,15285.8,76429,70314.68,15285.8
1761,15285.8,76429,70314.68,15285.8
1762,15285.8,76429,70314.68,15285.8
1763,15285.8,76429,70314.68,15285.8
1764,15285.8,76429,70314.68,15285.8
1765,15285.8,76429,70314.68,15285.8
1766,15285.8,76429,70314.68,15285.8
1767,15285.8,76429,70314.68,15285.8
1768,15285.8,76429,70314.68,15285.8
1769,15285.8,76429,70314.68,15285.8
1770,15285.8,76429,70314.68,15285.8
1771,15285.8,76429,70314.68,15285.8
1772,15285.8,76429,70314.68,15285.8
1773,15285.8,76429,70314.68,15285.8
1774,15285.8,76429,70314.68,15285.8
1775,15285.8,76429,70314.68,15285.8
1776,15285.8,76429,70314.68,15285.8
1777,15285.8,76429,70314.68,15285.8
1778,15285.8,76429,70314.68,15285.8
1779,15285.8,76429,70314.68,15285.8
1780,15285.8,76429,70314.68,15285.8
1781,15285.8,76429,70314.68,15285.8
1782,15285.8,76429,70314.68,15285.8
1783,15285.8,76429,70314.68,15285.8
1784,15285.8,76429,70314.68,15285.8
1785,15285.8,76429,70314.68,15285.8
1786,15285.8,76429,70314.68,15285.8
1787,15285.8,76429,70314.68,15285.8
1788,15285.8,76429,70314.68,15285.8
1789,15285.8,76429,70314.68,15285.8
1790,15285.8,76429,70314.68,15285.8
1791,15285.8,76429,70314.68,15285.8
1792,15285.8,76429,70314.68,15285.8
1793,15285.8,76429,70314.68,15285.8
1794,15285.8,76429,70314.68,15285.8
1795,15285.8,76429,70314.68,15285.8
1796,15285.8,76429,70314.68,15285.8
1797,15285.8,76429,70314.68,15285.8
1798,15285.8,76429,70314.68,15285.8
1799,15285.8,76429,70314.68,15285.8
1800,15285.8,76429,70314.68,15285.8
1801,15285.8,76429,70314.68,15285.8
1802,15285.8,76429,70314.68,15285.8
1803,15285.8,76429,70314.68,15285.8
1804,15285.8,76429,70314.68,15285.8
1805,15285.8,76429,70314.68,15285.8
1806,15285.8,76429,70314.68,15285.8
1807,15285.8,76429,70314.68,15285.8
1808,15285.8,76429,70314.68,15285.8
1809,15285.8,76429,70314.68,15285.8
1810,15285.8,76429,70314.68,15285.8
1811,15285.8,76429,70314.68,15285.8
1812,15285.8,76429,70314.68,15285.8
1813,15285.8,76429,70314.68,15285.8
1814,15285.8,76429,70314.68,15285.8
1815,15285.8,76429,70314.68,15285.8
1816,15285.8,76429,70314.68,15285.8
1817,15285.8,76429,70314.68,15285.8
1818,15285.8,76429,70314.68,15285.8
1819,15285.8,76429,70314.68,15285.8
1820,15285.8,76429,70314.68,15285.8
1821,15285.8,76429,70314.68,15285.8
1822,15285.8,76429,70314.68,15285.8
1823,15285.8,76429,70314.68,15285.8
1824,15285.8,76429,70314.68,15285.8
1825,15285.8,76429,70314.68,15285.8
1826,15285.8,76429,70314.68,15285.8
1827,15285.8,76429,70314.68,15285.8
1828,15285.8,76429,70314.68,15285.8
1829,15285.8,76429,70314.68,15285.8
1830,15285.8,76429,70314.68,15285.8
1831,15285.8,76429,70314.68,15285.8
1832,15285.8,76429,70314.68,15285.8
1833,15285.8,76429,70314.68,15285.8
1834,15285.8,76429,70314.68,15285.8
1835,15285.8,76429,70314.68,15285.8
1836,15285.8,76429,70314.68,15285.8
1837,15285.8,76429,70314.68,15285.8
1838,15285.8,76429,70314.68,15285.8
1839,15285.8,76429,70314.68,15285.8
1840,15285.8,76429,70314.68,15285.8
1841,15285.8,76429,70314.68,15285.8
1842,15285.8,76429,70314.68,15285.8
1843,15285.8,76429,70314.68,15285.8
1844,15285.8,76429,70314.68,15285.8
1845,15285.8,76429,70314.68,15285.8
1846,15285.8,76429,70314.68,15285.8
1847,15285.8,76429,70314.68,15285.8
1848,15285.8,76429,70314.68,15285.8
1849,15285.8,76429,70314.68,15285.8
1850,15285.8,76429,70314.68,15285.8
1851,15285.8,76429,70314.68,15285.8
1852,15285.8,76429,70314.68,15285.8
1853,15285.8,76429,70314.68,15285.8
1854,15285.8,76429,70314.68,15285.8
1855,15285.8,76429,70314.68,15285.8
1856,15285.8,76429,70314.68,15285.8
1857,15285.8,76429,70314.68,15285.8
1858,15285.8,76429,70314.68,15285.8
1859,15285.8,76429,70314.68,15285.8
1860,15285.8,76429,70314.68,15285.8
1861,15285.8,76429,70314.68,15285.8
1862,15285.8,76429,70314.68,15285.8
1863,15285.8,76429,70314.68,15285.8
1864,15285.8,76429,70314.68,15285.8
1865,15285.8,76429,70314.68,15285.8
1866,15285.8,76429,70314.68,15285.8
1867,15285.8,76429,70314.68,15285.8
1868,15285.8,76429,70314.68,15285.8
1869,15285.8,76429,70314.68,15285.8
1870,15285.8,76429,70314.68,15285.8
1871,15285.8,76429,70314.68,15285.8
1872,15285.8,76429,70314.68,15285.8
1873,15285.8,76429,70314.68,15285.8
1874,15285.8,76429,70314.68,15285.8
1875,15285.8,76429,70314.68,15285.8
1876,15285.8,76429,70314.68,15285.8
1877,15285.8,76429,70314.68,15285.8
1878,15285.8,76429,70314.68,15285.8
1879,15285.8,76429,70314.68,15285.8
1880,15285.8,76429,70314.68,15285.8
1881,15285.8,76429,70314.68,15285.8
1882,15285.8,76429,70314.68,15285.8
1883,15285.8,76429,70314.68,15285.8
1884,15285.8,76429,70314.68,15285.8
1885,15285.8,76429,70314.68,15285.8
1886,15285.8,76429,70314.68,15285.8
1887,15285.8,76429,70314.68,15285.8
1888,15285.8,76429,70314.68,15285.8
1889,15285.8,76429,70314.68,15285.8
1890,15285.8,76429,70314.68,15285.8
1891,15285.8,76429,70314.68,15285.8
1892,15285.8,76429,70314.68,15285.8
1893,15285.8,76429,70314.68,15285.8
1894,15285.8,76429,70314.68,15285.8
1895,15285.8,76429,70314.68,15285.8
1896,15285.8,76429,70314.68,15285.8
1897,15285.8,76429,70314.68,15285.8
1898,15285.8,76429,70314.68,15285.8
1899,15285.8,76429,70314.68,15285.8
1900,15285.8,76429,70314.68,15285.8
1901,15285.8,76429,70314.68,15285.8
1902,15285.8,76429,70314.68,15285.8
1903,15285.8,76429,70314.68,15285.8
1904,15285.8,76429,70314.68,15285.8
1905,15285.8,76429,70314.68,15285.8
1906,15285.8,76429,70314.68,15285.8
1907,15285.8,76429,70314.68,15285.8
1908,15285.8,76429,70314.68,15285.8
1909,15285.8,76429,70314.68,15285.8
1910,15285.8,76429,70314.68,15285.8
1911,15285.8,76429,70314.68,15285.8
1912,15285.8,76429,70314.68,15285.8
1913,15285.8,76429,70314.68,15285.8
1914,15285.8,76429,70314.68,15285.8
1915,15285.8,76429,70314.68,15285.8
1916,15285.8,76429,70314.68,15285.8
1917,15285.8,76429,70314.68,15285.8
1918,15285.8,76429,70314.68,15285.8
1919,15285.8,76429,70314.68,15285.8
1920,15285.8,76429,70314.68,15285.8
1921,15285.8,76429,70314.68,15285.8
1922,15285.8,76429,70314.68,15285.8
1923,15285.8,76429,70314.68,15285.8
1924,15285.8,76429,70314.68,15285.8
1925,15285.8,76429,70314.68,15285.8
1926,15285.8,76429,70314.68,15285.8
1927,15285.8,76429,70314.68,15285.8
1928,15285.8,76429,70314.68,15285.8
1929,15285.8,76429,70314.68,15285.8
1930,15285.8,76429,70314.68,15285.8
1931,15285.8,76429,70314.68,15285.8
1932,15285.8,76429,70314.68,15285.8
1933,15285.8,76429,70314.68,15285.8
1934,15285.8,76429,70314.68,15285.8
1935,15285.8,76429,70314.68,15285.8
1936,15285.8,76429,70314.68,15285.8
1937,15285.8,76429,70314.68,15285.8
1938,15285.8,76429,70314.68,15285.8
1939,15285.8,76429,70314.68,15285.8
1940,15285.8,76429,70314.68,15285.8
1941,15285.8,76429,70314.68,15285.8
1942,15285.8,76429,70314.68,15285.8
1943,15285.8,76429,70314.68,15285.8
1944,15285.8,76429,70314.68,15285.8
1945,15285.8,76429,70314.68,15285.8
1946,15285.8,76429,70314.68,15285.8
1947,15285.8,76429,70314.68,15285.8
1948,15285.8,76429,70314.68,15285.8
1949,15285.8,76429,70314.68,15285.8
1950,15285.8,76429,70314.68,15285.8
1951,15285.8,76429,70314.68,15285.8
1952,15285.8,76429,70314.68,15285.8
1953,15285.8,76429,70314.68,15285.8
1954,15285.8,76429,70314.68,15285.8
1955,15285.8,76429,70314.68,15285.8
1956,15285.8,76429,70314.68,15285.8
1957,15285.8,76429,70314.68,15285.8
1958,15285.8,76429,70314.68,15285.8
1959,15285.8,76429,70314.68,15285.8
1960,15285.8,76429,70314.68,15285.8
1961,15285.8,76429,70314.68,15285.8
1962,15285.8,76429,70314.68,15285.8
1963,15285.8,76429,70314.68,15285.8
1964,15285.8,76429,70314.68,15285.8
1965,15285.8,76429,70314.68,15285.8
1966,15285.8,76429,70314.68,15285.8
1967,15285.8,76429,70314.68,15285.8
1968,15285.8,76429,70314.68,15285.8
1969,15285.8,76429,70314.68,15285.8
1970,15285.8,76429,70314.68,15285.8
1971,15285.8,76429,70314.68,15285.8
1972,15285.8,76429,70314.68,15285.8
1973,15285.8,76429,70314.68,15285.8
1974,15285.8,76429,70314.68,15285.8
1975,15285.8,76429,70314.68,15285.8
1976,15285.8,76429,70314.68,15285.8
1977,15285.8,76429,70314.68,15285.8
1978,15285.8,76429,70314.68,15285.8
1979,15285.8,76429,70314.68,15285.8
1980,15285.8,76429,70314.68,15285.8
1981,15285.8,76429,70314.68,15285.8
1982,15285.8,76429,70314.68,15285.8
1983,15285.8,76429,70314.68,15285.8
1984,15285.8,76429,70314.68,15285.8
1985,15285.8,76429,70314.68,15285.8
